,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,cell_id,sample_id,library_id
0,0.154997,0.07488600000000001,0.108549,0.31264200000000003,0.185167,0.279891,0.360096,0.308294,0.262849,0.382615,0.359421,0.45251,0.395072,0.444964,0.40619299999999997,0.39685,0.42169700000000004,0.423466,0.4577560000000001,0.484596,0.503448,0.532675,0.562415,0.595942,0.617583,0.658856,0.691735,0.719576,0.7515229999999999,0.79489,0.824635,0.859251,0.9106209999999999,0.958465,1.017858,1.0797370000000002,1.135063,1.1940469999999999,1.216048,1.244475,1.246688,1.247502,1.247005,1.200624,1.146226,1.111807,1.085097,1.072094,1.044921,1.018353,0.999165,0.982401,0.969115,0.9606969999999999,0.9501879999999999,0.9420950000000001,0.9345889999999999,0.9198370000000001,0.8962600000000001,0.8764549999999999,0.859505,0.829334,0.792539,0.760467,0.7225199999999999,0.683229,0.643998,0.614003,0.573336,0.567083,0.514542,0.460301,0.460708,0.41644,0.36499499999999996,0.359147,0.376791,0.341066,0.354004,0.311958,0.30254899999999996,0.299164,0.259498,0.235979,0.286911,0.30304899999999996,0.23044,0.354428,0.419179,0.270347,0.348798,0.099867,0.084375,0.403572,0.6959489999999999,10.458903,9.621882000000001,52.866735,74.721152,35.666075,0.0,SA928-A73044A-R07-C03,SA928,A73044A
1,0.0,0.506216,0.0,0.0,0.0,0.6306689999999999,0.554623,0.770799,0.450459,0.0,0.168204,0.136965,0.418009,0.157848,0.055533000000000006,0.22599299999999997,0.276675,0.234361,0.22315,0.24184099999999997,0.37141799999999997,0.386727,0.405717,0.428666,0.425807,0.459858,0.525243,0.520517,0.570156,0.572439,0.615707,0.691967,0.728383,0.7739159999999999,0.8315809999999999,0.866296,0.974808,1.072325,1.072175,1.059202,1.128361,1.132201,1.1927290000000002,1.136724,1.128749,1.188229,1.132474,1.159327,1.1615090000000001,1.160747,1.154432,1.153946,1.179638,1.209263,1.205877,1.299018,1.254041,1.2883639999999998,1.334062,1.304869,1.371988,1.427577,1.4539870000000001,1.451984,1.476304,1.637761,1.6851479999999999,1.761734,1.563819,1.894836,1.782847,1.539288,1.9709470000000002,2.160391,2.210366,2.741314,2.334349,2.3880939999999997,1.7897759999999998,2.935594,2.400857,2.4775709999999997,3.066615,2.7608759999999997,3.562279,1.474957,2.951491,1.7023240000000002,0.0,2.530374,5.787343,0.0,5.133255999999999,0.0,0.0,0.0,0.0,73.09819,0.0,361.643679,0.0,SA928-A73044A-R07-C04,SA928,A73044A
2,0.166913,0.11217,0.11256400000000001,0.229893,0.19201600000000002,0.311744,0.382871,0.267146,0.257216,0.271295,0.292439,0.35485500000000003,0.39721799999999996,0.34573200000000004,0.337922,0.382639,0.38113400000000003,0.402038,0.436463,0.4419770000000001,0.477131,0.5201180000000001,0.542424,0.570372,0.60154,0.6313840000000001,0.668482,0.6935439999999999,0.726582,0.753003,0.7895840000000001,0.8265129999999999,0.87384,0.934543,0.9868979999999999,1.0548549999999999,1.117338,1.1687889999999999,1.2160540000000002,1.2340520000000001,1.246109,1.24734,1.269003,1.21212,1.153575,1.126806,1.107718,1.080825,1.069874,1.045477,1.024274,1.0055290000000001,0.9992200000000001,0.984273,0.986926,0.984034,0.973564,0.957942,0.942843,0.9163469999999999,0.897164,0.878173,0.8398950000000001,0.807249,0.775702,0.7581600000000001,0.7221,0.6894939999999999,0.6520819999999999,0.62178,0.58625,0.52032,0.47306400000000004,0.47345200000000004,0.4103770000000001,0.428779,0.397891,0.423335,0.378285,0.347935,0.305557,0.28424299999999997,0.294265,0.287062,0.3612800000000001,0.29330900000000004,0.308139,0.348195,0.364575,0.345043,0.427465,0.310684,0.349987,0.1395,3.6084699999999996,7.8878580000000005,5.8203949999999995,52.330486,89.98290899999998,61.64242700000001,0.0,SA928-A73044A-R07-C05,SA928,A73044A
3,0.397223,0.10632799999999999,0.09908,0.207542,0.140041,0.203435,0.316203,0.312241,0.206129,0.244767,0.24983699999999998,0.287688,0.27908099999999997,0.33155100000000004,0.344932,0.339063,0.338496,0.355133,0.37095500000000003,0.396289,0.442579,0.46333599999999997,0.495544,0.536758,0.5688840000000001,0.5961,0.631645,0.6625270000000001,0.6930930000000001,0.7279939999999999,0.762606,0.803967,0.8589100000000001,0.905423,0.968467,1.0390840000000001,1.105964,1.163554,1.201154,1.234634,1.233033,1.240392,1.2571510000000001,1.2145700000000001,1.162315,1.135134,1.115621,1.101267,1.087818,1.066109,1.048593,1.037455,1.031211,1.0243520000000002,1.03373,1.0181639999999998,1.015486,1.003643,0.985534,0.9657110000000001,0.948468,0.9134909999999999,0.905366,0.871065,0.8501299999999999,0.818597,0.758945,0.736769,0.706016,0.674421,0.629926,0.5754100000000001,0.55909,0.541758,0.49795,0.457858,0.457397,0.494442,0.39294,0.404585,0.33259,0.37600500000000003,0.323768,0.347945,0.40886,0.39832399999999996,0.29336799999999996,0.519321,0.40729899999999997,0.493529,0.549916,0.273467,0.46209300000000003,0.491158,3.5997019999999997,6.075095,9.51445,40.57823,101.20483399999999,10.851646,0.0,SA928-A73044A-R07-C06,SA928,A73044A
4,0.195139,0.032425,0.0846,0.18607100000000001,0.14019,0.238337,0.262886,0.220527,0.176004,0.244677,0.219788,0.261434,0.290505,0.291184,0.302347,0.30398600000000003,0.30545900000000004,0.331753,0.353046,0.36703,0.413214,0.445639,0.4683640000000001,0.4967,0.5415939999999999,0.575779,0.605032,0.642776,0.674585,0.712514,0.753161,0.791851,0.844425,0.90264,0.9641770000000001,1.038529,1.106762,1.171159,1.203559,1.2345959999999998,1.246432,1.248761,1.261447,1.216261,1.163705,1.1375520000000001,1.1230040000000001,1.112968,1.091353,1.0744989999999999,1.0614350000000001,1.047821,1.0354219999999998,1.026882,1.032956,1.033576,1.028708,1.0204360000000001,0.997559,0.9823780000000001,0.956729,0.932235,0.9160719999999999,0.8905649999999999,0.851375,0.815172,0.771997,0.744183,0.721446,0.658143,0.630173,0.607491,0.573679,0.523324,0.488778,0.47460600000000003,0.47488,0.518038,0.43333900000000003,0.42504200000000003,0.408033,0.410166,0.37539,0.404967,0.353669,0.390497,0.363923,0.5597310000000001,0.389927,0.40519299999999997,0.4695470000000001,0.583752,0.394559,0.4193770000000001,1.627208,8.892403999999997,8.748857000000001,44.948535,90.17114699999999,46.32853400000001,0.0,SA928-A73044A-R07-C07,SA928,A73044A
5,0.209977,0.055447,0.117112,0.24351,0.186344,0.271379,0.390529,0.269363,0.271368,0.311312,0.28425100000000003,0.35576199999999997,0.327038,0.355667,0.341495,0.370713,0.371134,0.393432,0.409753,0.43979399999999996,0.458717,0.49416899999999997,0.521167,0.5472560000000001,0.579612,0.621933,0.6483979999999999,0.685393,0.713635,0.7435930000000001,0.782119,0.8159810000000001,0.867972,0.927314,0.982612,1.050563,1.110636,1.175909,1.202861,1.232907,1.2465709999999999,1.250908,1.252852,1.206942,1.155039,1.137505,1.108668,1.095487,1.072858,1.0476809999999999,1.044534,1.023631,1.021464,1.001016,0.99898,0.995267,0.9831270000000001,0.975166,0.964484,0.9332969999999999,0.92122,0.8754379999999999,0.8598309999999999,0.8252510000000001,0.789558,0.770638,0.734432,0.686778,0.6574,0.603988,0.566541,0.536274,0.508147,0.478971,0.463991,0.431468,0.428091,0.416025,0.370604,0.369612,0.39069899999999996,0.329524,0.380322,0.300244,0.373461,0.361575,0.386784,0.390676,0.42478699999999997,0.455329,0.24148499999999998,0.380279,0.24096700000000001,0.384185,2.870906,6.335939,9.922969,36.601532,80.309955,33.952737,0.0,SA928-A73044A-R07-C08,SA928,A73044A
6,0.189167,0.080676,0.10843599999999999,0.240502,0.172539,0.22843200000000002,0.333474,0.256853,0.261054,0.19601,0.275378,0.31353200000000003,0.320979,0.34304,0.322633,0.341067,0.366234,0.382961,0.387965,0.42002399999999995,0.4518680000000001,0.47027399999999997,0.5042949999999999,0.5308430000000001,0.572445,0.599517,0.635897,0.666065,0.692999,0.724107,0.767946,0.81013,0.8574129999999999,0.9204959999999999,0.97559,1.047398,1.113883,1.164565,1.208274,1.236294,1.238561,1.25199,1.2627329999999999,1.2082030000000001,1.164421,1.1338709999999999,1.112191,1.099517,1.072422,1.057291,1.048706,1.032174,1.019451,1.01348,1.0182719999999998,1.011569,1.008808,0.996959,0.985633,0.9543290000000001,0.9396610000000001,0.915509,0.875202,0.854049,0.811686,0.773496,0.748242,0.7117,0.678604,0.64022,0.598187,0.564525,0.524625,0.449585,0.469033,0.456743,0.4139640000000001,0.432875,0.40279,0.403555,0.32001399999999997,0.296829,0.36695700000000003,0.364002,0.327731,0.37752800000000003,0.34744,0.304185,0.405236,0.494918,0.39129200000000003,0.308094,0.44623100000000004,0.830023,2.862702,5.44752,9.187856,20.1222,110.478371,15.718727,0.0,SA928-A73044A-R07-C09,SA928,A73044A
7,0.356414,0.147896,0.163706,0.266371,0.119681,0.46901499999999996,0.49348000000000003,0.286613,0.257229,0.433305,0.384204,0.447446,0.37192600000000003,0.39408699999999997,0.38791,0.39215500000000003,0.41819399999999995,0.459287,0.451329,0.47130900000000003,0.49157399999999996,0.508931,0.534451,0.578854,0.599102,0.638953,0.655752,0.693292,0.7303729999999999,0.756918,0.783309,0.828466,0.876426,0.9255979999999999,0.985535,1.05055,1.114136,1.1717540000000002,1.211172,1.23799,1.248683,1.2393610000000002,1.257818,1.214809,1.157451,1.129983,1.0987850000000001,1.089407,1.0765120000000001,1.040866,1.0171219999999999,1.011428,1.00765,0.9816940000000001,0.988052,0.988682,0.9717180000000001,0.9752879999999999,0.9468280000000001,0.923839,0.905515,0.8789290000000001,0.847458,0.806074,0.803201,0.7551979999999999,0.700651,0.660145,0.625556,0.571952,0.550076,0.519169,0.510699,0.43146599999999996,0.46514099999999997,0.409016,0.415401,0.37351799999999996,0.378706,0.3699,0.359218,0.32902,0.343896,0.304314,0.345341,0.385218,0.421354,0.467207,0.480688,0.638462,0.409897,0.403428,0.0,0.21737199999999998,2.6239630000000003,5.3773089999999995,9.069436999999999,56.302971,132.423263,48.026128,0.0,SA928-A73044A-R07-C10,SA928,A73044A
8,0.251853,0.038002999999999995,0.132206,0.18173499999999998,0.193304,0.349174,0.343503,0.347193,0.228264,0.302453,0.287274,0.334173,0.33734400000000003,0.376236,0.352277,0.36335100000000004,0.397473,0.387696,0.423834,0.43076899999999996,0.46674799999999994,0.487829,0.521313,0.5507310000000001,0.586693,0.610683,0.64099,0.672932,0.71577,0.743471,0.783619,0.822099,0.876157,0.930889,0.992718,1.06114,1.1285040000000002,1.180458,1.217011,1.243898,1.248635,1.262269,1.2544110000000002,1.2114969999999998,1.157975,1.135881,1.113213,1.093852,1.0694110000000001,1.0450059999999999,1.032475,1.008541,1.0125,0.982261,0.9781200000000001,0.9867870000000001,0.9683120000000001,0.956325,0.939265,0.9218270000000001,0.902967,0.862524,0.8243590000000001,0.8203299999999999,0.7833829999999999,0.737797,0.684862,0.649262,0.6252939999999999,0.579957,0.540945,0.52175,0.49421400000000004,0.46128,0.450582,0.4206720000000001,0.422339,0.412343,0.432199,0.374136,0.35296500000000003,0.357686,0.396485,0.365304,0.330942,0.341412,0.31851399999999996,0.511189,0.524943,0.261196,0.181028,0.342089,0.674388,0.614406,3.708342,7.056711999999999,10.070872,32.925824,74.30896700000002,33.936704999999996,0.0,SA928-A73044A-R07-C11,SA928,A73044A
9,0.338516,0.069711,0.127993,0.211662,0.157595,0.260548,0.394615,0.255538,0.258469,0.24658200000000002,0.270239,0.299686,0.271829,0.37556999999999996,0.312693,0.36135500000000004,0.347141,0.39650599999999997,0.407854,0.42150200000000004,0.4516060000000001,0.47845200000000004,0.5029239999999999,0.534076,0.562261,0.5958,0.632917,0.663478,0.696682,0.733708,0.770436,0.808449,0.857066,0.919163,0.976678,1.059816,1.11776,1.177266,1.2221440000000001,1.234198,1.237288,1.250683,1.250837,1.204469,1.15592,1.131446,1.1089040000000001,1.0927879999999999,1.076398,1.057308,1.048108,1.0321209999999998,1.021651,1.01891,1.009738,1.010514,1.008839,0.995417,0.9656600000000001,0.946831,0.930695,0.908333,0.8706389999999999,0.83829,0.807928,0.793863,0.7334390000000001,0.706002,0.666048,0.629459,0.579916,0.547956,0.537226,0.47953100000000004,0.45996499999999996,0.4805180000000001,0.474336,0.421433,0.385223,0.399037,0.334295,0.31494099999999997,0.347574,0.350628,0.307963,0.34981100000000004,0.30483699999999997,0.269156,0.503496,0.30974,0.14758800000000002,0.4648270000000001,0.314177,0.25045500000000004,2.159509,6.63825,7.464103999999999,34.672916,94.23885899999999,27.667692,0.0,SA928-A73044A-R07-C12,SA928,A73044A
